[Spectrum]
Version            = 1
IDData             = DLAB_2022-07-25_11-20-03_546_522
IDDevice           = SAM_8799
IDDataType         = SPECTRUM
IDDataTypeSub1     = BACK
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2022-07-25 11:13:21
 100 0.0205551533172977 0.0267340547426244 0
 101 0.0205666911031555 0.0268809195147745 0
 102 0.0205443809601018 0.0267237976661877 0
 103 0.0205749262222383 0.026838950844645 0
 104 0.020556833003126 0.0269760534230436 0
 105 0.0205694507988807 0.0267226912935391 0
 106 0.0205509301122002 0.0270782289795094 0
 107 0.0205740402302744 0.0268630138387845 0
 108 0.0205693082515324 0.0270687099503365 0
 109 0.0205750265462594 0.0270439441704155 0
 110 0.0205644858939332 0.0266313462490024 0
 111 0.0205702202405035 0.0268583006703543 0
 112 0.0205669608439149 0.026645137154391 0
 113 0.0205649374392665 0.0271864656705763 0
 114 0.0205538569564683 0.0267893503328946 0
 115 0.0205791590235465 0.0267704217247936 0
 116 0.0205566641098174 0.0267746771922006 0
 117 0.0205651801361593 0.0268402989853779 0
 118 0.0205537367421195 0.0268755931107629 0
 119 0.0205832175227729 0.0266866360787335 0
 120 0.0205714525684359 0.0269554203935888 0
 121 0.0205894684944328 0.0267418819188926 0
 122 0.0205479921014322 0.0268672534210684 0
 123 0.0205697088497107 0.0266664186809095 0
 124 0.0205539974100979 0.0269414235052836 0
 125 0.0205824016703855 0.0267204228630299 0
 126 0.0205691911777617 0.0270537777599407 0
 127 0.0205804196166814 0.0270246659150417 0
 128 0.0205609724594755 0.0266194427057275 0
 129 0.0205676161778685 0.0267342945905289 0
 130 0.020558935620132 0.0267992944200351 0
 131 0.0205862972085063 0.0268874650583532 0
 132 0.0205695929972759 0.0269568025738714 0
 133 0.0205806345718015 0.0267055208718243 0
 134 0.0205634971352764 0.0268053883722536 0
 135 0.0205706867908208 0.0267319884546722 0
 136 0.0205592950418424 0.0269613617787995 0
 137 0.0205757094475092 0.0267873941934343 0
 138 0.0205612120157902 0.0269230899783374 0
 139 0.020595912611643 0.0270917442518257 0
 140 0.0205412824309001 0.026781752007138 0
 141 0.0205745751754027 0.0268399517819702 0
 142 0.0205503180484331 0.0269017672552356 0
 143 0.0205730362921571 0.0267338018025852 0
 144 0.0205508320563743 0.0266365803098251 0
 145 0.0205763893826576 0.027030853956067 0
 146 0.0205615431722982 0.0267581933220205 0
 147 0.0205611022700349 0.0271141745695085 0
 148 0.0205576029681785 0.0268339980028721 0
 149 0.020578624601848 0.0269480510929055 0
 150 0.0205612765721168 0.0269729497143515 0
 151 0.0205929081253063 0.0268633713413381 0
 152 0.0205566060091234 0.0268716862432579 0
 153 0.0205880754735901 0.0268917484556473 0
 154 0.0205506209397386 0.0268564510135882 0
 155 0.020558634124639 0.0269390566219227 0
 156 0.0205648552608074 0.026959327086532 0
 157 0.0205754960626782 0.0267353557516729 0
 158 0.0205644782169646 0.0269777889163967 0
 159 0.0205835727570459 0.026879282474273 0
 160 0.0205481112689217 0.0268544920811391 0
 161 0.0205757363168992 0.0267393907475345 0
 162 0.0205594948175019 0.0269200428276663 0
 163 0.0205784551851097 0.0268153797656403 0
 164 0.0205605402810401 0.0268846832416086 0
 165 0.020582743295487 0.0267996746156219 0
 166 0.0205574632124551 0.02677160769762 0
 167 0.0205621671004712 0.0269955903789958 0
 168 0.0205633765719745 0.026789540430688 0
 169 0.020583975797896 0.0268624428471573 0
 170 0.020556109448838 0.0270593946347769 0
 171 0.0205874354935737 0.026885433508198 0
 172 0.0205492132628649 0.0266563040468965 0
 173 0.0205742902551827 0.0269184656618602 0
 174 0.0205539098228655 0.0268965880068162 0
 175 0.0205723228575095 0.0270078625967791 0
 176 0.0205594395084328 0.0269387804651651 0
 177 0.0205815699406314 0.0267667883956193 0
 178 0.0205411191208414 0.0266881338189235 0
 179 0.0205724845972792 0.0269593290067118 0
 180 0.0205680432964836 0.026905158467202 0
 181 0.0205813150303794 0.0266665450636481 0
 182 0.0205449422511904 0.0267729614243303 0
 183 0.0205774514214689 0.0268598219763865 0
 184 0.0205484722609211 0.0268820063365021 0
 185 0.020575114831398 0.0268426000589426 0
 186 0.0205280223869337 0.0266710161148705 0
 187 0.0205798469846166 0.0269994808376922 0
 188 0.0205431500279819 0.0271027858089632 0
 189 0.020567671312461 0.0269121147546814 0
 190 0.020555585495733 0.0267397941598398 0
 191 0.0205666539396486 0.0267229388221626 0
 192 0.0205529482825519 0.0268098463313414 0
 193 0.0205657621899583 0.026800497849041 0
 194 0.0205574986311965 0.0267406849486731 0
 195 0.0205594691694478 0.0267628895579567 0
 196 0.0205439093499643 0.0267223088286491 0
 197 0.0205623213377489 0.0268469531063924 0
 198 0.0205402388866039 0.02680659476881 0
 199 0.0205658623395029 0.0267287882133081 0
 200 0.0205445669521131 0.0268114413024505 0
 201 0.0205597453658398 0.0267560332943851 0
 202 0.0205547029933003 0.0268496926791829 0
 203 0.0205892306828837 0.0267511782072166 0
 204 0.020547172236084 0.0267789525596522 0
 205 0.0205712615166044 0.0268678324425381 0
 206 0.0205358387622761 0.0264399624589168 0
 207 0.0205668587751282 0.026880982531582 0
 208 0.0205494950425068 0.0268125468022901 0
 209 0.0205676109435717 0.0267534352912093 0
 210 0.0205480231582597 0.0265873442830999 0
 211 0.0205746693927443 0.0268370065753867 0
 212 0.0205411747788635 0.0268315986510175 0
 213 0.0205614974594399 0.0267749170401052 0
 214 0.0205450258254619 0.0265869356339408 0
 215 0.0205650939447394 0.0267305656014917 0
 216 0.0205438003021152 0.0267263714052742 0
 217 0.0205719386601278 0.0266037125933726 0
 218 0.0205310151833409 0.0267382655222123 0
 219 0.0205708579523247 0.0266089271032743 0
 220 0.0205451805861692 0.0265804616606975 0
 221 0.0205699309583696 0.0267775187090787 0
 222 0.0205397754768647 0.0267019669682662 0
 223 0.0205553089503878 0.0270119092882809 0
 224 0.0205412693451582 0.0268954404375843 0
 225 0.0205781055340866 0.0264738237810991 0
 226 0.0205359169277743 0.0265698214211236 0
 227 0.0205667376883967 0.0266485472190311 0
 228 0.020531345118513 0.0268157376173174 0
 229 0.0205562253012729 0.026775689825166 0
 230 0.0205380657810683 0.0267293702023283 0
 231 0.020555745141784 0.0265977764450156 0
 232 0.0205314330546985 0.0266745090963626 0
 233 0.0205653654302644 0.0265978127538688 0
 234 0.0205245592017248 0.0265345194404578 0
 235 0.020568787613482 0.0267557520753355 0
 236 0.0205401834030584 0.0269522369101569 0
 237 0.0205758188443114 0.0267155827881756 0
 238 0.0205404428497008 0.0267013013641468 0
 239 0.0205671644580586 0.0263566498753177 0
 240 0.0205498905808649 0.0267156407426911 0
 241 0.020580998704379 0.0267139174686637 0
 242 0.0205260340520735 0.0266241993400443 0
 243 0.0205723223340798 0.026834212190193 0
 244 0.0205484216627192 0.0266459328070467 0
 245 0.0205813007233016 0.0267096394827852 0
 246 0.0205675589495573 0.0264486779801533 0
 247 0.0205834070043154 0.0266530636563198 0
 248 0.0205515521211311 0.0267326585973982 0
 249 0.0206184979042295 0.0265941502728749 0
 250 0.020583984870677 0.02692245474797 0
 251 0.0206266365377754 0.0266496130933435 0
 252 0.020606439131368 0.0265188558361463 0
 253 0.0206701876315326 0.0267256351036283 0
 254 0.0207134562477418 0.0268152615873059 0
 255 0.0211882245854444 0.0277025740224916 0
[END] of [DATA]
[END] of [Spectrum]

